2.90292735787995,3.13103761752525,ppCurve
1.26003145984729,2.51501854626086,ppCurve
0.204141691136006,1.11370372643457,ppCurve
0.0649517422963024,-0.635356760248487,ppCurve
0.885922634810062,-2.18603184600279,ppCurve
2.41071234187886,-3.05413482212429,ppCurve
5.58875081093788,-3.53090858493041,ppCurve
8.67116663870514,-3.42064795696293,ppCurve
11.6579598251806,-2.72335293822187,ppCurve
14.5491303703644,-1.43902352870722,ppCurve
17.3446782742563,0.432340271581015,ppCurve
20.0446035368565,2.89073846264284,ppCurve
22.648906158165,5.93617104447825,ppCurve
25.1575861381817,9.56863801708725,ppCurve
27.5706434769066,13.7881393804698,ppCurve
29.8880781743397,18.594675134626,ppCurve
33.7324685900276,27.3050545163479,ppCurve
37.2614570073342,35.4500559891954,ppCurve
40.4750434262594,43.0296795531686,ppCurve
43.3732278468033,50.0439252082675,ppCurve
45.9560102689659,56.492792954492,ppCurve
48.2233906927472,62.3762827918423,ppCurve
50.1753691181471,67.6943947203181,ppCurve
51.8119455451657,72.4471287399197,ppCurve
53.1331199738029,76.6344848506469,ppCurve
54.1388924040588,80.2564630524998,ppCurve
54.1210427890548,80.6532093341829,ppCurve
53.8863285729835,80.973577025374,ppCurve
53.513417203646,81.11019082923,ppCurve
53.1272946583423,81.0172628958981,ppCurve
52.8573748076338,80.7259392013956,ppCurve
45.632302004499,66.1545031371735,ppCurve
38.9027021031774,53.0968328298038,ppCurve
32.6685751036691,41.5529282792861,ppCurve
26.9299210059739,31.5227894856208,ppCurve
21.6867398100919,23.0064164488076,ppCurve
16.9390315160231,16.0038091688467,ppCurve
12.6867961237675,10.514967645738,ppCurve
8.93003363332515,6.53989187948155,ppCurve
5.66874404469595,4.07858187007729,ppCurve
2.90292735787995,3.13103761752525,ppCurve
